,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
绵阳,0.9482048153877258,0.09013430029153824,0.4793042838573456,2.7557642459869385,-0.09488242119550705,-1.2142887115478516,0.9518535137176514,1.7829004526138306,-0.5312989950180054,-2.084364414215088,-0.010589309968054295,-2.7463786602020264,-0.18639063835144043,0.9588519334793091,-1.0760612487792969,-1.559678316116333
核桃园,0.6700713634490967,0.08778294920921326,-0.7413782477378845,0.2669645845890045,0.18868717551231384,0.41277411580085754,2.2813282012939453,2.061490297317505,-0.9861750602722168,-1.5191950798034668,0.6909058094024658,1.2248694896697998,-0.23039816319942474,1.451064109802246,0.06417118012905121,-0.6633023619651794
焉耆,2.053251266479492,-0.4319446086883545,-1.0195013284683228,2.205866813659668,-1.4207278490066528,-0.5566979646682739,2.093149423599243,0.37947481870651245,0.7290952801704407,0.35562336444854736,0.13712146878242493,1.0847792625427246,1.746559739112854,0.7672579288482666,0.5220914483070374,0.1009025126695633
罗源,0.36923548579216003,0.3264242708683014,-1.0616223812103271,0.6836376190185547,-0.5159900188446045,-0.12189365178346634,0.6903719305992126,0.3594784438610077,-1.4454814195632935,-1.532071828842163,2.138845682144165,0.1761549562215805,-0.8471071720123291,0.6442806720733643,-0.3687305450439453,-1.1777145862579346
新安,2.2918965816497803,1.651986837387085,-1.0909923315048218,1.268629550933838,-0.3945065140724182,0.7272768616676331,1.4162678718566895,-0.05408112332224846,-0.017207298427820206,-1.4145097732543945,-0.6130173802375793,-0.4593242406845093,0.3821808993816376,-0.13625648617744446,0.6150373220443726,-0.7340373992919922
正镶白旗,2.308605909347534,0.3783532977104187,-0.3754400908946991,2.33117413520813,0.3776382803916931,-0.9580053687095642,2.544356107711792,0.6064197421073914,-0.0447375625371933,1.1329776048660278,-0.5330482721328735,-1.1955071687698364,-0.8626841306686401,-1.2463181018829346,-1.349649429321289,-0.7120164036750793
漳浦,0.8940227031707764,0.9473850727081299,-1.6085706949234009,-0.013919781893491745,0.16433599591255188,-0.49558842182159424,0.9985050559043884,1.2683744430541992,-0.6554568409919739,-0.9535356760025024,-0.9905393719673157,-0.9763291478157043,-0.9206335544586182,-0.14550480246543884,-0.22214359045028687,-1.9135562181472778
剑门关,0.6454675197601318,-0.03651056066155434,0.3496641218662262,1.8292295932769775,-0.6386373043060303,-1.2739089727401733,0.564140260219574,1.4590673446655273,0.06901702284812927,-1.084739089012146,0.25656434893608093,-2.1660525798797607,0.2638521194458008,0.49876073002815247,-0.513124406337738,-0.8857354521751404
南芬北,1.8048171997070312,-0.6491168141365051,-0.9736074209213257,0.08785377442836761,0.3335832357406616,-0.7415116429328918,0.3237943947315216,0.8772363662719727,-0.7966487407684326,0.3629421889781952,-0.17786073684692383,0.8691464066505432,-1.0697871446609497,-0.5373428463935852,0.49969813227653503,-1.4717118740081787
营盘湾,1.3679250478744507,0.946492075920105,0.16734953224658966,1.8445595502853394,-1.3305858373641968,-0.7071874141693115,1.5169121026992798,0.8636018633842468,-1.0129387378692627,-1.4307125806808472,0.9397168159484863,0.07050538808107376,-1.0799548625946045,-1.9725298881530762,-1.530320644378662,-0.5888587832450867
热水,1.155081033706665,-0.542259156703949,-0.02383151464164257,0.7155059576034546,-0.011665016412734985,0.3007090091705322,1.2210227251052856,1.4716591835021973,-2.5079522132873535,-0.15048298239707947,0.5497882962226868,-1.3047573566436768,-1.5179864168167114,0.481831431388855,-0.797389030456543,0.7116075754165649
廊坊北,1.0885547399520874,-2.0949254035949707,-1.3513988256454468,1.9431477785110474,0.1628088653087616,-1.1357972621917725,0.43728208541870117,1.20041823387146,-0.5425146222114563,-0.94576096534729,-0.1676253080368042,0.45319685339927673,-1.4787745475769043,-0.07339394837617874,-1.1622298955917358,0.6922252178192139
武穴,2.2405900955200195,1.0979293584823608,0.048135388642549515,-0.03918186202645302,-0.44766509532928467,-0.05028920620679855,2.6638317108154297,0.8940244317054749,-0.657370388507843,-1.7794281244277954,-0.537368893623352,0.22632789611816406,-0.26930180191993713,-0.9542416334152222,-0.9932973384857178,0.34487152099609375
前苇塘,0.7616145014762878,-0.5634173154830933,-0.3578004240989685,2.1018075942993164,-0.3219594657421112,0.3137286901473999,1.8433282375335693,0.06600741297006607,-0.19482295215129852,-2.165158987045288,0.1198195293545723,-0.35944241285324097,-1.5439698696136475,1.0715513229370117,-0.8156618475914001,-0.22608087956905365
中宁南,0.3327678442001343,-0.19682320952415466,-2.4159157276153564,1.155752182006836,-0.4543715715408325,0.04763586446642876,1.8104753494262695,0.965177595615387,-0.783775806427002,-1.1660798788070679,-0.5837026834487915,0.059199534356594086,2.298865795135498,0.7822506427764893,-0.22153960168361664,-1.629963994026184
下马塘,2.1478867530822754,0.08452993631362915,-1.7237569093704224,0.4029845893383026,0.25961849093437195,-1.6397335529327393,1.5800849199295044,0.7221452593803406,-0.10683620721101761,0.4370121657848358,-0.4063670337200165,0.8161340355873108,-0.763780951499939,-1.2354758977890015,0.29580068588256836,-1.8217599391937256
呼兰,1.2332942485809326,-0.1713491678237915,-2.4726853370666504,1.4878630638122559,-1.6439424753189087,-0.41231828927993774,-0.049527958035469055,0.5354328751564026,-1.4132378101348877,0.9812653660774231,1.451173186302185,-0.48560473322868347,-1.7217819690704346,0.9990304112434387,-1.3236503601074219,-0.8812591433525085
