,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
杭锦旗,-1.2112900018692017,-0.6100050806999207,0.7575701475143433,-0.681188702583313,-0.23322397470474243,0.2518196702003479,0.19827508926391602,-0.9921978712081909,1.359992504119873,-0.1169796958565712,0.5780304074287415,-0.2832801043987274,-0.6801184415817261,-0.7724981904029846,0.9365100860595703,0.6528275609016418,-0.34851357340812683,-0.7919923663139343,-0.3121766149997711,0.9653728008270264,-0.19706915318965912,1.210962176322937,0.49807626008987427,-1.0772415399551392,-0.9134351015090942,-0.44119781255722046,0.5611293911933899,-0.0732358768582344,-0.9107701778411865,0.9058467149734497,0.055249329656362534,0.4730260670185089
碱柜,-1.2324063777923584,-0.663377046585083,0.744002103805542,-0.7392374277114868,-0.2817305326461792,0.15618567168712616,0.19208422303199768,-1.008051872253418,1.346045732498169,-0.08331828564405441,0.5456075668334961,-0.3083648383617401,-0.6486268043518066,-0.7621925473213196,0.9735032320022583,0.6937475800514221,-0.387500524520874,-0.7372298836708069,-0.3522662818431854,0.920624315738678,-0.13544996082782745,1.2340335845947266,0.4741288721561432,-1.1193974018096924,-0.9529934525489807,-0.3980502486228943,0.5409848690032959,-0.06348591297864914,-0.8568390011787415,0.9571574926376343,0.06548826396465302,0.5282391905784607
巴彦高勒,-1.5504863262176514,-0.5892021656036377,0.9840553402900696,-0.7143128514289856,-0.1247086301445961,0.3069172501564026,0.1966691017150879,-1.1243982315063477,1.6570521593093872,-0.2756790518760681,0.7785511612892151,-0.5500577092170715,-0.7614195346832275,-0.9637989401817322,1.1270314455032349,0.6113965511322021,-0.35395169258117676,-0.9327934980392456,-0.25110992789268494,1.232102394104004,-0.2273247241973877,1.3486418724060059,0.5442198514938354,-1.0769463777542114,-1.0847046375274658,-0.6470478177070618,0.6982734799385071,-0.02864009328186512,-0.929568350315094,0.97139972448349,0.021898582577705383,0.4997723400592804
元宝山,-1.0274585485458374,-0.9250085353851318,0.48301276564598083,-0.19159071147441864,0.28085315227508545,-0.7103642225265503,0.09321781247854233,-0.11230210214853287,0.3211441934108734,-0.8962948322296143,-0.14842769503593445,-0.9334862232208252,-0.4720876216888428,-1.3637081384658813,0.8634898662567139,-0.8713530898094177,-0.086896151304245,-1.398976445198059,-0.4755755364894867,0.6688272953033447,-0.05985222011804581,-0.0765843391418457,0.5514488816261292,-0.507243812084198,-0.4088401794433594,-0.6718172430992126,-0.7617434859275818,-0.6060699820518494,-1.826660394668579,0.6206773519515991,-0.20290417969226837,0.8650923371315002
马林,-1.0160436630249023,-0.9444644451141357,0.5747460722923279,-0.15476638078689575,0.4378776550292969,-0.587804913520813,0.02845791168510914,-0.07264167070388794,0.15436485409736633,-0.7481516599655151,-0.39081746339797974,-0.7813509106636047,-0.6283230781555176,-1.3164074420928955,0.7249922156333923,-0.7026838660240173,-0.05088161304593086,-1.5696721076965332,-0.28080880641937256,0.6160992383956909,-0.12977895140647888,-0.22495153546333313,0.38249003887176514,-0.25505828857421875,-0.5608346462249756,-0.6371127963066101,-0.8403796553611755,-0.4232548773288727,-1.6798298358917236,0.5667104125022888,-0.08205502480268478,0.7600551247596741
热水,-1.0960887670516968,-0.9671177268028259,0.32502663135528564,-0.20860126614570618,0.13244670629501343,-0.7847825884819031,-0.04816672205924988,0.02364000305533409,0.25059080123901367,-1.1078379154205322,0.03826609253883362,-1.0231449604034424,-0.39107921719551086,-1.3832008838653564,0.8068908452987671,-0.9769321084022522,0.03895243629813194,-1.2985613346099854,-0.5944209098815918,0.5789569020271301,-0.009762872941792011,0.12696373462677002,0.5224217176437378,-0.5105226039886475,-0.32751524448394775,-0.5525655746459961,-0.6696139574050903,-0.5238468050956726,-1.9099180698394775,0.6485466957092285,-0.24094609916210175,0.8519411087036133
郑州,-0.6976328492164612,-0.01389261893928051,0.731947124004364,0.13757601380348206,1.7951804399490356,-0.36945369839668274,0.5036823153495789,0.8244921565055847,0.7303179502487183,-0.6927879452705383,0.23074670135974884,0.5103389024734497,1.2410039901733398,-0.8709672093391418,-0.16276997327804565,-0.2714901864528656,-0.2060920000076294,0.018339121714234352,-0.30142515897750854,0.12334538251161575,0.8681254386901855,-0.224063441157341,0.2700185477733612,0.07872401922941208,0.1079268604516983,-1.238881230354309,-0.86105877161026,0.44729453325271606,0.1804758757352829,0.925611674785614,-1.329895257949829,0.6487071514129639
焦作,-0.9464564919471741,-1.01511549949646,1.103652834892273,0.015250405296683311,2.238948345184326,-0.27653980255126953,0.1922653168439865,0.3685665428638458,1.2275525331497192,-1.2517516613006592,0.2570144236087799,1.32572603225708,1.3404196500778198,-0.7240485548973083,0.2029465287923813,-0.7134000658988953,-0.7367200255393982,0.06295714527368546,-0.1474829912185669,0.3821789026260376,0.6817892789840698,0.47739237546920776,-0.27798381447792053,-0.31882190704345703,-0.5052579045295715,-1.681911826133728,0.20187616348266602,0.09083625674247742,-0.7335109114646912,1.1062926054000854,-1.3519997596740723,0.933765172958374
郑州东,0.11288154125213623,-0.42032483220100403,0.7068102359771729,-0.20351412892341614,0.7049466967582703,-1.0047985315322876,0.8693205118179321,0.7226064801216125,0.7410258650779724,-0.7220967411994934,-0.3345251977443695,0.5067848563194275,0.8302320837974548,-1.2993918657302856,-0.021040266379714012,0.0831008106470108,-0.11044550687074661,0.4748912453651428,-0.7310516834259033,0.7935081124305725,0.6450188755989075,-0.26652970910072327,1.0707868337631226,0.25870782136917114,0.5132107734680176,-0.5247035622596741,-0.5141767263412476,0.19168740510940552,0.3797662556171417,0.6945039629936218,-1.2559093236923218,1.027788758277893
郑州西,-0.12437918037176132,-0.0470050573348999,0.9978759288787842,0.09505517035722733,0.9478650689125061,-0.5097904801368713,0.9022703170776367,0.4724723696708679,1.0001435279846191,-0.8568329215049744,-0.21218951046466827,0.971369743347168,0.8840751647949219,-1.3184654712677002,-0.08287855237722397,-0.5410469174385071,-0.6774882078170776,0.2737346291542053,-0.32135826349258423,1.1413010358810425,0.6870943307876587,0.20721687376499176,0.6411604881286621,-0.029018696397542953,0.030088957399129868,-0.8072890639305115,-0.4132312834262848,0.48127201199531555,0.5173834562301636,1.1262378692626953,-1.5559035539627075,1.0248841047286987
